name,longitude,latitude,key,family,genus,species,stateProvince,year,month,day,eventDate,countryCode,county,true_name
"Colias eurytheme Boisduval, 1852",-118.5075,34.00194,1039175230,Pieridae,Colias,Colias eurytheme,California,1956,7,17,1956-07-17,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.5075,34.00194,1039031253,Pieridae,Colias,Colias eurytheme,California,1956,7,9,1956-07-09,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.468819,34.02121,1039107268,Pieridae,Colias,Colias eurytheme,California,1956,10,21,1956-10-21,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.454933,34.058064,1039072801,Pieridae,Colias,Colias eurytheme,California,1956,10,16,1956-10-16,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.517675,34.08899,1039164921,Pieridae,Colias,Colias eurytheme,California,1955,10,22,1955-10-22,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.517675,34.08899,1825747749,Pieridae,Colias,Colias eurytheme,California,1955,11,6,1955-11-06,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.517675,34.08899,1039066453,Pieridae,Colias,Colias eurytheme,California,1955,11,6,1955-11-06,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.761421,33.546831,1039051844,Pieridae,Colias,Colias eurytheme,California,1954,9,4,1954-09-04,US,Orange County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.592262,34.077048,1039095095,Pieridae,Colias,Colias eurytheme,California,1938,7,7,1938-07-07,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.39616,33.953348,1039113104,Pieridae,Colias,Colias eurytheme,California,1932,9,14,1932-09-14,US,Riverside County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.01972,34.46918,1039138695,Pieridae,Colias,Colias eurytheme,California,1932,10,21,1932-10-21,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.94063393970163,34.129966313340795,1039165701,Pieridae,Colias,Colias eurytheme,California,1931,2,14,1931-02-14,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.147263,34.18727,1436114002,Pieridae,Colias,Colias eurytheme,California,1926,2,1,1926-02-01,US,Los Angeles,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.142113,34.19011,727595188,Pieridae,Colias,Colias eurytheme,California,1915,3,6,1915-03-06,US,NA,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-116.876415,34.125566,1054787199,Pieridae,Colias,Colias eurytheme,California,1915,5,1,1915-05-01,US,San Bernardino,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.90728,33.70363,1039114513,Pieridae,Colias,Colias eurytheme,California,1906,3,1,1906-03-01,US,NA,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.90728,33.70363,1039031516,Pieridae,Colias,Colias eurytheme,California,1906,3,1,1906-03-01,US,NA,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.551433,34.344145,1438640185,Pieridae,Colias,Colias eurytheme,California,1906,4,14,1906-04-14,US,NA,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.243685,34.052234,1438640169,Pieridae,Colias,Colias eurytheme,California,1901,11,11,1901-11-11,US,Los Angeles,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.90728,33.70363,1039165560,Pieridae,Colias,Colias eurytheme,California,1900,3,1,1900-03-01,US,NA,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1039103471,Pieridae,Colias,Colias eurytheme,California,1897,3,20,1897-03-20,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1039136979,Pieridae,Colias,Colias eurytheme,California,1897,3,19,1897-03-19,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1039135738,Pieridae,Colias,Colias eurytheme,California,1897,3,20,1897-03-20,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1039180996,Pieridae,Colias,Colias eurytheme,California,1897,3,17,1897-03-17,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1039042919,Pieridae,Colias,Colias eurytheme,California,1897,3,17,1897-03-17,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1039146741,Pieridae,Colias,Colias eurytheme,California,1897,3,17,1897-03-17,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.321551,34.049157,781080213,Pieridae,Colias,Colias eurytheme,California,1888,2,23,1888-02-23,US,San Bernardino,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.551433,34.344145,1438640204,Pieridae,Colias,Colias eurytheme,California,1700,1,1,1700-01-01,US,NA,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.287265,34.147788,1438640222,Pieridae,Colias,Colias eurytheme,California,1700,1,1,1700-01-01,US,San Bernardino,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.399589,33.940818,1436114093,Pieridae,Colias,Colias eurytheme,California,1700,1,1,1700-01-01,US,Riverside,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.551433,34.344145,813424957,Pieridae,Colias,Colias eurytheme,California,1700,1,1,1700-01-01,US,NA,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.087997,33.913616,1039041347,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.721252,34.111805,1039141879,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1825748337,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.721252,34.111805,1039174867,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-117.721252,34.111805,1039045957,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-116.50985,33.817818,1825748380,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Riverside County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1039086479,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Los Angeles County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-116.50985,33.817818,1825748366,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Riverside County,Colias eurytheme
"Colias eurytheme Boisduval, 1852",-116.50985,33.817818,1039173388,Pieridae,Colias,Colias eurytheme,California,NA,NA,NA,NA,US,Riverside County,Colias eurytheme
"Danaus plexippus (Linnaeus, 1758)",-117.838,34.428,769124309,Nymphalidae,Danaus,Danaus plexippus,California,1990,6,16,1990-06-16,US,Los Angeles county,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-119.59485,33.99583,1039204184,Nymphalidae,Danaus,Danaus plexippus,California,1971,8,26,1971-08-26,US,Santa Barbara County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-119.75167,34.06389,1039070397,Nymphalidae,Danaus,Danaus plexippus,California,1970,3,7,1970-03-07,US,Santa Barbara County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-119.75167,34.06389,1039051431,Nymphalidae,Danaus,Danaus plexippus,California,1970,4,15,1970-04-15,US,Santa Barbara County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-119.68489,34.020228,1039049616,Nymphalidae,Danaus,Danaus plexippus,California,1970,6,15,1970-06-15,US,Santa Barbara County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-119.72958,33.99584,1039037722,Nymphalidae,Danaus,Danaus plexippus,California,1967,7,31,1967-07-31,US,Santa Barbara County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.438625,34.5405,1039202606,Nymphalidae,Danaus,Danaus plexippus,California,1957,9,28,1957-09-28,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.5075,34.00194,1039113179,Nymphalidae,Danaus,Danaus plexippus,California,1956,7,22,1956-07-22,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.454933,34.058064,1039176869,Nymphalidae,Danaus,Danaus plexippus,California,1956,9,25,1956-09-25,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.454933,34.058064,1039106100,Nymphalidae,Danaus,Danaus plexippus,California,1956,9,28,1956-09-28,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.454933,34.058064,1039099520,Nymphalidae,Danaus,Danaus plexippus,California,1956,9,11,1956-09-11,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.454933,34.058064,1039167257,Nymphalidae,Danaus,Danaus plexippus,California,1956,9,29,1956-09-29,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.454933,34.058064,1039136165,Nymphalidae,Danaus,Danaus plexippus,California,1956,9,28,1956-09-28,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.5075,34.00194,1039098481,Nymphalidae,Danaus,Danaus plexippus,California,1955,12,30,1955-12-30,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-116.719002,33.740002,1039076617,Nymphalidae,Danaus,Danaus plexippus,California,1942,8,18,1942-08-18,US,Riverside County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.087997,33.913616,1039122915,Nymphalidae,Danaus,Danaus plexippus,California,1918,5,20,1918-05-20,US,Los Angeles County,Danaus plexippus
"Danaus plexippus (Linnaeus, 1758)",-118.364535,34.059061,1142459248,Nymphalidae,Danaus,Danaus plexippus,California,NA,NA,NA,NA,US,Los Angeles,Danaus plexippus
"Heliopetes ericetorum Boisduval, 1852",-118.61981,35.28357,1838433967,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,2015,5,29,2015-05-29,US,Fresno County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.66667,34.51667,1039150631,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1970,3,14,1970-03-14,US,Santa Barbara County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.592262,34.077048,1039183092,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1956,6,3,1956-06-03,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.519478,34.095672,1039047364,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1956,8,16,1956-08-16,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.68703,34.08084,1039101187,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1956,8,5,1956-08-05,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.519478,34.095672,1039105413,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1956,8,2,1956-08-02,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-116.606697,33.843201,1039092333,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1942,3,15,1942-03-15,US,Riverside County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-116.719002,33.740002,1039063430,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1942,8,12,1942-08-12,US,Riverside County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.592262,34.077048,1039070329,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1940,6,14,1940-06-14,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.592262,34.077048,1039055535,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1940,7,7,1940-07-07,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.593,34.428,1039118499,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1939,7,13,1939-07-13,US,Santa Barbara County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.441543,34.267715,1039125890,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1937,8,1,1937-08-01,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.0196,34.199905,1039104245,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1936,5,15,1936-05-15,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-116.178461,34.841438,1039095070,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1936,8,10,1936-08-10,US,San Bernardino County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-117.52821900000001,34.307002,1039045239,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1934,3,22,1934-03-22,US,San Bernardino County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.393993,34.471892,1039161416,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1934,4,27,1934-04-27,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.393993,34.471892,1039060073,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1934,5,11,1934-05-11,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.5075,34.00194,1039150411,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1934,5,19,1934-05-19,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.393993,34.471892,1039042965,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1934,5,13,1934-05-13,US,Los Angeles County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.040666265376,34.81993959418036,1039046763,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1933,6,28,1933-06-28,US,Kern County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.71264,34.49444,1039131840,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1933,8,24,1933-08-24,US,Santa Barbara County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.593,34.428,1039203947,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1931,4,19,1931-04-19,US,Santa Barbara County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.593,34.428,1039062942,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1931,4,15,1931-04-15,US,Santa Barbara County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.040666265376,34.81993959418036,1039076478,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1931,5,31,1931-05-31,US,Kern County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-119.830622,34.435623,1039183499,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1931,7,12,1931-07-12,US,Santa Barbara County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-117.61478,34.34861,1039177040,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,1925,6,19,1925-06-19,US,San Bernardino County,Heliopetes ericetorum
"Heliopetes ericetorum Boisduval, 1852",-118.261017,34.198001,1039179959,Hesperiidae,Heliopetes,Heliopetes ericetorum,California,NA,NA,NA,NA,US,Los Angeles County,Heliopetes ericetorum
"Junonia coenia Hübner, 1822",-118.61981,35.28357,1913222027,Nymphalidae,Junonia,Junonia coenia,California,2015,5,29,2015-05-29,US,Fresno County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.830622,34.435623,1039165318,Nymphalidae,Junonia,Junonia coenia,California,1978,8,NA,1978-08-01,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.830622,34.435623,1039160641,Nymphalidae,Junonia,Junonia coenia,California,1978,8,NA,1978-08-01,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.843001,34.035166,1039033712,Nymphalidae,Junonia,Junonia coenia,California,1970,5,4,1970-05-04,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.75167,34.06389,1039163581,Nymphalidae,Junonia,Junonia coenia,California,1970,5,3,1970-05-03,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.844618,34.432342,1039115540,Nymphalidae,Junonia,Junonia coenia,California,1968,7,17,1968-07-17,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.844618,34.432342,1039088312,Nymphalidae,Junonia,Junonia coenia,California,1968,7,17,1968-07-17,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.724968,34.430595,1039177331,Nymphalidae,Junonia,Junonia coenia,California,1967,7,29,1967-07-29,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-119.66667,34.51667,1039149885,Nymphalidae,Junonia,Junonia coenia,California,1960,2,16,1960-02-16,US,Santa Barbara County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.454933,34.058064,1039113500,Nymphalidae,Junonia,Junonia coenia,California,1956,8,17,1956-08-17,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.519478,34.095672,1039099393,Nymphalidae,Junonia,Junonia coenia,California,1955,6,22,1955-06-22,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-117.612099,33.426998,1039159585,Nymphalidae,Junonia,Junonia coenia,California,1954,10,30,1954-10-30,US,Orange County,Junonia coenia
"Junonia coenia Hübner, 1822",-117.64089,33.89029,1039097832,Nymphalidae,Junonia,Junonia coenia,California,1954,10,16,1954-10-16,US,Riverside County,Junonia coenia
"Junonia coenia Hübner, 1822",-117.721252,34.111805,1039028435,Nymphalidae,Junonia,Junonia coenia,California,1943,8,15,1943-08-15,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.454933,34.058064,1039204050,Nymphalidae,Junonia,Junonia coenia,California,1943,8,16,1943-08-16,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-116.836134,33.363368,1677355036,Nymphalidae,Junonia,Junonia coenia,California,1941,7,4,1941-07-04,US,San Diego County,Junonia coenia
"Junonia coenia Hübner, 1822",-116.836134,33.363368,1677354632,Nymphalidae,Junonia,Junonia coenia,California,1941,7,4,1941-07-04,US,San Diego County,Junonia coenia
"Junonia coenia Hübner, 1822",-116.836134,33.363368,1677355247,Nymphalidae,Junonia,Junonia coenia,California,1941,7,4,1941-07-04,US,San Diego County,Junonia coenia
"Junonia coenia Hübner, 1822",-116.719002,33.740002,1039139429,Nymphalidae,Junonia,Junonia coenia,California,1940,7,6,1940-07-06,US,Riverside County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.119003,34.159206,1123834853,Nymphalidae,Junonia,Junonia coenia,California,1897,NA,NA,1897-01-01,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.119003,34.159206,1123834157,Nymphalidae,Junonia,Junonia coenia,California,1897,NA,NA,1897-01-01,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.119003,34.159206,1123834901,Nymphalidae,Junonia,Junonia coenia,California,1897,NA,NA,1897-01-01,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.119003,34.159206,1123834282,Nymphalidae,Junonia,Junonia coenia,California,1897,NA,NA,1897-01-01,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.119003,34.159206,1123834833,Nymphalidae,Junonia,Junonia coenia,California,1897,NA,NA,1897-01-01,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-118.119003,34.159206,1123834714,Nymphalidae,Junonia,Junonia coenia,California,1897,NA,NA,1897-01-01,US,Los Angeles County,Junonia coenia
"Junonia coenia Hübner, 1822",-117.721252,34.111805,1039112884,Nymphalidae,Junonia,Junonia coenia,California,NA,NA,NA,NA,US,Los Angeles County,Junonia coenia
"Leptotes marina (Reakirt, 1868)",-117.569,33.375666,1883698114,Lycaenidae,Leptotes,Leptotes marina,California,1987,4,15,1987-04-15,US,San Onofre,Leptotes marina
"Leptotes marina (Reakirt, 1868)",-117.569,33.375666,1883686888,Lycaenidae,Leptotes,Leptotes marina,California,1987,4,15,1987-04-15,US,San Onofre,Leptotes marina
"Leptotes marina (Reakirt, 1868)",-118.416579,33.91307,1469551863,Lycaenidae,Leptotes,Leptotes marina,California,1987,6,6,1987-06-06,US,Los Angeles,Leptotes marina
