name,longitude,latitude,date,country,state
"Colias eurytheme Boisduval, 1852",-119.182322,34.134952,1910-08-29,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.205062,34.029581,2018-08-23,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.097494,33.843865,2018-08-18,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.182361,34.134946,2018-08-19,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.300941,34.026547,2018-09-27,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.821085,33.692641,2018-09-03,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.204167,34.029405,2018-09-13,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.744748,34.769136,2018-09-03,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.313218,34.490774,2018-09-08,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.572809,34.167064,2018-11-02,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.466549,34.30468,2017-05-05,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.833153,34.291915,2017-05-20,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.846283,34.441088,2017-05-25,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.142501,34.8122,2017-07-31,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.991115,34.052694,2017-07-20,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.5894,34.420028,2017-07-21,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.493053,34.164712,2017-07-31,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.550181,34.144018,2017-08-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.31089,34.636245,2017-08-03,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.570638,34.049215,2017-08-02,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.538837,33.956908,2017-09-04,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.170394,34.096,2017-09-18,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.129355,34.06295,2017-09-13,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.567275,34.047179,2017-09-13,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.83921,35.218027,2017-10-13,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.312695,34.181711,2017-10-25,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.189445,33.762478,2017-10-10,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.837913,35.217105,2017-10-09,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.18586,33.765682,2017-10-10,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.837769,35.217067,2017-10-23,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.189604,33.762617,2017-10-10,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.290822,34.020573,2017-10-07,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.838043,35.217251,2017-10-23,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.18944,33.762538,2017-10-10,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.189639,33.762501,2017-10-10,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.77721,33.675686,2016-02-07,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.292196,34.018801,2016-04-17,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.743692,34.096539,2016-05-21,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.566843,34.047373,2016-06-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.909806,33.338191,2016-06-04,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.535298,34.092183,2016-06-30,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.567151,34.04736,2016-06-08,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.602644,33.07063,2016-07-03,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.31089,34.637101,2016-08-06,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.730013,34.347003,2016-09-27,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.834315,35.216356,2016-09-15,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.181675,34.035857,2016-09-30,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.137888,34.812922,2016-09-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.834315,35.216371,2016-09-15,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.771408,34.262908,2016-10-26,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.719931,34.577465,2016-11-05,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.881789,34.422267,2016-11-04,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.202772,33.836617,2015-04-17,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.799149,34.426154,2015-04-05,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.577956,34.931212,2015-05-09,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.688547,34.035573,2015-06-21,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.919398,33.334603,2015-06-13,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.689289,33.768628,2015-07-18,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.259604,34.082757,2015-09-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.305068,34.009821,2015-09-14,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.166938,34.157848,2015-09-12,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.776115,33.023605,2015-09-22,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.241317,34.081193,2015-10-04,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.096268,34.161117,2015-10-24,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.956815,34.110645,2015-10-22,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.135305,34.030532,2014-10-17,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.181901,34.035982,2014-11-11,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.576032,33.313216,2013-06-29,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.57974,33.315036,2013-06-29,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.1812,34.85722,2013-07-25,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.901569,33.340639,2013-08-07,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.112099,34.019089,2013-11-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.644628,33.943022,2012-08-03,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.330958,33.976501,2012-09-14,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.013,34.082,2011-07-27,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.418,33.27,2011-08-09,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.091008,33.82297,2010-06-26,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.118967,34.781729,2010-07-17,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.119288,34.780701,2010-07-17,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.119444,34.7811,2010-07-17,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.919246,34.726549,2009-04-19,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.924414,34.717902,2009-05-10,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.601964,33.078655,2006-08-26,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.797239,34.421567,2005-08-14,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.441543,34.267715,1986-03-11,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.914197,34.186398,1983-07-24,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.858,34.435,1977-08-27,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.44536,34.67693,1977-08-21,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.56092,34.60777,1977-08-21,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.75167,34.06389,1973-04-20,United States of America,California
"Colias eurytheme Boisduval, 1852",-119.68489,34.020228,1970-04-17,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.719002,33.740002,1968-06-14,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.652073,34.108251,1965-08-07,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.5075,34.00194,1958-02-16,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.517675,34.08899,1958-04-13,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.353131,33.96168,1958-10-15,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.592262,34.077048,1956-06-27,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.468819,34.02121,1956-10-21,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.454933,34.058064,1956-10-16,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.761421,33.546831,1954-09-04,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.39616,33.953348,1932-09-14,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.01972,34.46918,1932-10-21,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.94063393970163,34.129966313340795,1931-02-14,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.147263,34.18727,1926-02-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.142113,34.19011,1915-03-06,United States of America,California
"Colias eurytheme Boisduval, 1852",-116.876415,34.125566,1915-05-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.90728,33.70363,1906-03-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.551433,34.344145,1906-04-14,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.243685,34.052234,1901-11-11,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.280598,34.088624,1899-03-06,United States of America,California
"Colias eurytheme Boisduval, 1852",-118.119003,34.159206,1897-03-20,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.321551,34.049157,1888-02-23,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.287265,34.147788,1700-01-01,United States of America,California
"Colias eurytheme Boisduval, 1852",-117.399589,33.940818,1700-01-01,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.28792,34.017708,2019-01-09,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.395103,34.000489,2019-01-07,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.209048,34.126239,2019-01-24,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.098434,33.77607,2019-01-10,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-116.303245,33.834025,2019-01-20,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.4412,34.066298,2019-01-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.884277,33.888209,2019-01-27,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-119.692955,34.409155,2019-01-07,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.206591,34.125445,2019-01-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.195259,33.761082,2019-01-20,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.42033,34.1112,2019-01-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.472359,34.107131,2019-01-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.344826,33.782862,2019-01-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.345858,33.861292,2019-01-11,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.167233,33.763235,2019-01-30,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-116.303247,33.834028000000004,2019-01-20,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.301513,33.754703,2019-01-30,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.185332,33.897156,2019-01-19,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.28807,34.017822,2019-01-15,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.466545,34.127884,2019-01-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-119.801278,34.446525,2019-01-08,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.207328,34.126442,2019-01-22,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-119.510392,34.389687,2019-01-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.01327,34.100624,2019-01-20,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.207253,34.126531,2019-01-22,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.209175,34.126171,2019-01-24,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.808825,33.669022,2019-01-02,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.662103,33.502013,2019-01-27,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.195512,33.86247,2019-01-20,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.209053,34.126208,2019-01-24,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.492083,34.011076,2019-01-05,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.302812,33.754575,2019-01-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.455441,34.000386,2019-01-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.53937,34.031128,2019-01-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.852635,34.13343,2019-01-30,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.419303,34.026286,2019-02-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.284759,34.035182,2019-02-15,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.395622,34.000789,2019-02-12,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.161034,34.045021,2019-02-08,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.251656,34.135888,2019-02-16,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.320735,34.155038,2019-02-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.082526,33.080955,2019-02-11,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-119.884625,34.421985,2019-02-08,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.395562,34.000756,2019-02-22,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.388347,33.881287,2019-02-03,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.203518,34.182972,2019-02-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.287833,34.017897,2019-02-01,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-119.894001,34.425984,2019-02-24,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.848529,34.232497,2019-02-03,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.284561,34.017178,2019-02-07,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.356645,33.169288,2019-02-11,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.319755,33.153028,2019-02-19,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.395622,34.000819,2019-02-15,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.821284,33.617634,2019-02-12,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.154444,33.761174,2019-02-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.183439,33.900623,2019-02-16,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-119.890694,34.422127,2019-02-17,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.418603,34.027078,2019-02-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.085493,33.805863,2019-03-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.229528,34.071199,2019-03-19,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.050437,33.705331,2019-03-14,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.703377,34.033177,2019-03-17,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.026758,33.89795,2019-03-09,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.947358,34.176437,2019-03-08,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.395195,34.000544,2019-03-04,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.411063,33.773072,2019-03-07,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.034005,33.714278,2019-03-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.828148,33.995938,2019-03-22,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.250343,34.103859,2019-03-27,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.085342,33.805732,2019-03-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.908492,33.722363,2019-03-19,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-116.407496,33.780786,2019-03-17,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.261995,34.012416,2019-03-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.275968,33.830689,2019-03-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.354942,33.877362,2019-03-20,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.087487,33.807698,2019-03-29,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.893027,33.845351,2019-03-20,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.211991,34.126897,2019-03-29,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.72097,34.097978,2019-03-31,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.158701,33.961649,2019-03-22,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.290628,33.713572,2019-03-03,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.395583,34.000892,2019-03-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.318204,33.123136,2019-03-29,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.403109,33.988808,2019-03-18,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.342778,33.82846,2019-03-04,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.319633,33.153014,2019-03-27,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.949622,33.809422,2019-03-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.943786,33.649398,2019-03-12,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-116.409247,33.780842,2019-03-14,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.009703,33.703608,2019-03-22,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.085425,33.805912,2019-03-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.892555,33.644663,2019-03-15,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.90763,33.778133,2019-03-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.276777,34.197626,2019-03-29,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.342537,33.828323,2019-03-13,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.205801,33.663754,2019-03-30,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.00458,33.732743,2019-03-18,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.312847,33.89104,2019-03-17,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.319695,33.153053,2019-03-29,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.371002,33.908357,2019-03-21,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.254608,33.86368,2019-03-21,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.115598,34.145398,2019-03-16,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.715975,34.117368,2019-03-31,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.86763,33.593197,2019-04-15,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.376795,34.014191,2019-04-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.421578,34.037833,2019-04-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.510467,34.247122,2019-04-27,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.613749,33.419062,2019-04-21,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.331012,33.973962,2019-04-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-119.79933,34.444117,2019-04-27,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.376481,34.014476,2019-04-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.305062,33.805727,2019-04-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.094513,33.836267,2019-04-24,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.376757,34.014192,2019-04-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.883087,33.886781,2019-04-14,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.883452,33.887369,2019-04-21,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.183911,33.900463,2019-04-19,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.122251,34.119873,2019-04-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.012769,34.099761,2019-04-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.681465,34.327558,2019-04-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.461709,34.031386,2019-04-22,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.230124,34.063425,2019-04-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.357174,34.109565,2019-04-28,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.269052,34.19768,2019-04-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.654549,33.653687,2019-04-07,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.122255,34.120395,2019-04-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.058122,34.105711,2019-04-14,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.892258,33.84565,2019-04-10,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-116.627889,34.016412,2019-04-08,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.343232,33.828293,2019-04-13,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.360289,33.929516,2019-04-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.377285,34.014117,2019-04-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.421562,34.037895,2019-04-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.376843,34.013962,2019-04-25,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.654333,33.655236,2019-04-09,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.05197,33.702905,2019-04-03,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.456291,34.008163,2019-04-07,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.421555,34.037858,2019-04-26,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.121467,34.120831,2019-04-15,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.122497,34.120148,2019-04-23,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-117.418752,33.931268,2019-04-02,United States of America,California
"Danaus plexippus (Linnaeus, 1758)",-118.054961,33.742959,2019-04-29,United States of America,California
